PERKS,,,,,,,,,,,,
perkname_graham_proj,"Elemental Adaptation",,,,,,,,,,,,
perkdesc_graham_proj,"You take 75% less damage from projectiles, but double damage from everything else.",,,,,,,,,,,,
perkname_graham_edge,"Bleeding Edge",,,,,,,,,,,,
perkdesc_graham_edge,"Any enemies below 10% health will instantly die.",,,,,,,,,,,,
perkname_graham_magicskin,"Magic Skin",,,,,,,,,,,,
perkdesc_graham_magicskin,"You gain a bonus perk in future Holy Mountains, but you become terribly cursed...",,,,,,,,,,,,
perkname_graham_bloodorb,"Wandering Eyes",,,,,,,,,,,,
perkdesc_graham_bloodorb,"You gain three orbitals that reflect enemy damage.",,,,,,,,,,,,
EFFECTS,,,,,,,,,,,,
graham_status_bloodboil,Boiling blood,,,,,,,,,,,,
graham_statusdesc_bloodboil,You feel an uncontainable rage inside you!,,,,,,,,,,,,
graham_status_consumed,Consumed,,,,,,,,,,,,
graham_statusdesc_consumed,You are being assimilated.,,,,,,,,,,,,
graham_status_creepypoly,Hämismorphed,,,,,,,,,,,,
graham_statusdesc_creepypoly,You're a Hämis now.,,,,,,,,,,,,
graham_status_healthymeal,Satisfied,,,,,,,,,,,,
graham_statusdesc_healthymeal,You feel tougher! You take 20% less damage.,,,,,,,,,,,,
graham_status_greedymeal,Insatiable,,,,,,,,,,,,
graham_statusdesc_greedymeal,You feel greedy! Gold nuggets give double payout.,,,,,,,,,,,,
graham_status_caffeinated,Caffeinated,,,,,,,,,,,,
graham_statusdesc_caffeinated,You feel energized! You take 20% more damage.,,,,,,,,,,,,
graham_status_birthday,Celebratium,,,,,,,,,,,,
graham_statusdesc_birthday,You feel joyful! You take 33% less damage.,,,,,,,,,,,,
graham_status_snub,Snub,,,,,,,,,,,,
graham_statusdesc_snub,You have spurned your own sight.,,,,,,,,,,,,
graham_statusdesc_snub2,You have spurned your enemies' sight.,,,,,,,,,,,,
graham_status_tinker,Tinker with Wands Everywhere,,,,,,,,,,,,
graham_statusdesc_tinker,"You can edit your wands anywhere, for a time.",,,,,,,,,,,,
graham_status_breadcrumb,"Breadcrumb",,,,,,,,,,,,
graham_statusdesc_breadcrumb,"This area feels familiar... Your movement speed is boosted!",,,,,,,,,,,,
graham_status_minty,"Refreshed",,,,,,,,,,,,
graham_statusdesc_minty,"You feel cleansed. You take less damage when at higher health.",,,,,,,,,,,,
graham_status_accuracy,"Pinpointer",,,,,,,,,,,,
graham_statusdesc_accuracy,"You feel more focused.",,,,,,,,,,,,
graham_statusdesc_confusion,"You feel extremely confused. Your head spins...",,,,,,,,,,,,
graham_status_guardian,"Guardian",,,,,,,,,,,,
graham_statusdesc_guardian,"You protect nearby creatures, but your health is draining!",,,,,,,,,,,,
graham_status_immunityaura,"Hyperfocused",,,,,,,,,,,,
graham_statusdesc_immunityaura,"Your mind feels clear and fresh.\nYour immunity is locked... for now.",,,,,,,,,,,,
graham_status_teleportsick,"Teleportation sickness",,,,,,,,,,,,
graham_statusdesc_teleportsick,"Your stomach turns... You move slower.",,,,,,,,,,,,
graham_status_weakened,Heartbreak,,,,,,,,,,,,
graham_statusdesc_weakened,You take 50% more damage.,,,,,,,,,,,,
PICKUPS,,,,,,,,,,,,
item_coffee,Cup of $0,,,,,,,,,,,,
item_coffee_name,Cup,,,,,,,,,,,,
item_vial,$0 vial,,,,,,,,,,,,
item_vial_name,Vial,,,,,,,,,,,,
item_balloon,$0 balloon,,,,,,,,,,,,
item_balloon_name,Balloon,,,,,,,,,,,,
item_burger,Hamburger,,,,,,,,,,,,
item_burger_name,It could sate any hunger.,,,,,,,,,,,,
graham_healthyheart_name,Healthy Heart,,,,,,,,,,,,
logdesc_healthyheart,Healed and increased maximum health to $0,,,,,,,,,,,,
graham_cybereye_name,Kybersilmä,,,,,,,,,,,,
graham_cybereye_desc,You feel the hum of malicious technology inside.,,,,,,,,,,,,
graham_magmacore_name,Magma Core,,,,,,,,,,,,
graham_magmacore_desc,It pulses with an electrifying warmth. You feel as if it has a will to protect you.,,,,,,,,,,,,
graham_bloodmoon_name,Verikuu,,,,,,,,,,,,
graham_bloodmoon_desc,An ominous red light emits from the craters.,,,,,,,,,,,,
graham_safe_name,Kultaholvi,,,,,,,,,,,,
graham_safe_desc,Can be thrown to summon a protective steel vault,,,,,,,,,,,,
graham_chest_lost,Lost Treasure Chest,,,,,,,,,,,,
graham_chest_mini,Mini Treasure Chest,,,,,,,,,,,,
graham_chest_immunity,Ethereal Treasure Chest,,,,,,,,,,,,
graham_chest_bloody,Bloody Treasure Chest,,,,,,,,,,,,
graham_chest_SMALLER,Lil Treasure Chest,,,,,,,,,,,,
graham_chest_tinker,A Tinkerer's Reward,,,,,,,,,,,,
MATERIALS,,,,,,,,,,,,
material_graham_wormygold,wormy gold,,,,,,,,,,,,
material_graham_statium,Statium,,,,,,,,,,,,
material_graham_bubblygas,Enraging Gas,,,,,,,,,,,,
material_graham_bubbly,Bubbling Liquid,,,,,,,,,,,,
material_graham_creepypoly,Creepy Polymorphine,,,,,,,,,,,,
material_graham_creepypoly_frozen,Frozen Creepy Polymorphine,,,,,,,,,,,,
material_graham_graymatter_liquid,Hunger,,,,,,,,,,,,
material_graham_hellblood,Hellblood,,,,,,,,,,,,
material_graham_ascendum,Ascendum,,,,,,,,,,,,
material_graham_precursor,Transmutatium,,,,,,,,,,,,
material_graham_resist,Viscous Liquid,,,,,,,,,,,,
material_graham_darkgas,ominous gas,,,,,,,,,,,,
material_graham_sweetgas,sweet-smelling gas,,,,,,,,,,,,
material_graham_cloud_sweet,sweet-smelling mist,,,,,,,,,,,,
material_graham_cloud_angy,enraging mist,,,,,,,,,,,,
material_graham_stickyfungus,sticky fungus,,,,,,,,,,,,
material_graham_driedfungus,dried fungus,,,,,,,,,,,,
material_graham_pureliquid,Pure Liquid,,,,,,,,,,,,
material_graham_beans,coffee grounds,,,,,,,,,,,,
material_graham_coffee,coffee,,,,,,,,,,,,
material_graham_meathealthy,healthy meal,,,,,,,,,,,,
material_graham_meatgreedy,greedy meal,,,,,,,,,,,,
material_graham_mundane,mundanium,,,,,,,,,,,,
material_graham_yum,appeased,,,,,,,,,,,,
material_graham_lavaglass,Slimeglass,,,,,,,,,,,,
material_graham_lava,Dulled Lava,,,,,,,,,,,,
material_graham_acid,Dulled Acid,,,,,,,,,,,,
material_graham_hamburger,hamburger,,,,,,,,,,,,
material_graham_creep,creep,,,,,,,,,,,,
material_graham_ash,ash,,,,,,,,,,,,
material_graham_wood_rot,rotten wood,,,,,,,,,,,,
material_graham_birthday,Birthday Magic,,,,,,,,,,,,
material_graham_copium,Copium,,,,,,,,,,,,
material_graham_tele_chaotic,Chaotic Teleportatium,,,,,,,,,,,,
material_graham_slush,Minty Marsh,,,,,,,,,,,,
material_graham_slush_ice,Minty Powder,,,,,,,,,,,,
material_graham_confusion,Odd Mixture,,,,,,,,,,,,
material_graham_emptiness,Pure Emptiness,,,,,,,,,,,,
material_graham_love,Love,,,,,,,,,,,,
material_graham_balloon,Balloon,,,,,,,,,,,,
SPELLS,,,,,,,,,,,,
graham_name_mist_sweet,Sweet-smelling Mist,,,,,,,,,,,,
graham_desc_mist_sweet,A cloud of sweet mist,,,,,,,,,,,,
graham_name_material_pure,Pure Liquid,,,,,,,,,,,,
graham_desc_material_pure,Transmute drops of cleansing liquid from nothing,,,,,,,,,,,,
graham_name_material_radioactive,Toxic Sludge,,,,,,,,,,,,
graham_desc_material_radioactive,Transmute drops of disgusting sludge from nothing,,,,,,,,,,,,
graham_name_coffee,Summon Coffee,,,,,,,,,,,,
graham_desc_coffee,Creates a nice cup of coffee for you!,,,,,,,,,,,,
graham_name_rot,Rot Field,,,,,,,,,,,,
graham_desc_rot,A projectile will rot and age nearby materials,,,,,,,,,,,,
graham_name_extinguisher,Extinguisher,,,,,,,,,,,,
graham_desc_extinguisher,A projectile will transmute nearby fire into water,,,,,,,,,,,,
graham_name_wood,Chunk of Rotten Wood,,,,,,,,,,,,
graham_desc_wood,Cast at a distance,,,,,,,,,,,,
graham_name_orb_blue,Ominous Orb,,,,,,,,,,,,
graham_desc_orb_blue,A stationary blue orb that casts another spell after some time,,,,,,,,,,,,
graham_name_spark_bolt,"Spark bolt?",,,,,,,,,,,,
graham_desc_spark_bolt,"A weak but enchanting sparkling projectile?",,,,,,,,,,,,
graham_name_touch_ice,Touch of Ice,,,,,,,,,,,,
graham_desc_touch_ice,"Transmutes everything in a short radius into ice, including walls, creatures... and you",,,,,,,,,,,,
graham_name_manaheart,Mana Heart,,,,,,,,,,,,
graham_desc_manaheart,Reduces the time between spellcasts and restores a bit of mana,,,,,,,,,,,,
graham_name_medic,Medic Shot,,,,,,,,,,,,
graham_desc_medic,"Adds both healing and damage to a projectile, and allows it to hit the caster",,,,,,,,,,,,
graham_name_crit_down,Critical Minus,,,,,,,,,,,,
graham_desc_crit_down,"Greatly decreases a projectile's chance to crit, but increases its damage",,,,,,,,,,,,
graham_name_circle_sweet,Circle of Sweet Gas,,,,,,,,,,,,
graham_desc_circle_sweet,An expanding circle of satisfying mist,,,,,,,,,,,,
graham_name_circle_angy,Circle of Enraging Gas,,,,,,,,,,,,
graham_desc_circle_angy,An expanding circle of violent mist,,,,,,,,,,,,
graham_name_circle_dulled,Dulled Circle,,,,,,,,,,,,
graham_desc_circle_dulled,An expanding circle of acid or lava that will harm the environment but not the caster,,,,,,,,,,,,
graham_name_umbrella,Umbrella Shield,,,,,,,,,,,,
graham_desc_umbrella,A reliable upward shield that protects you from bullets,,,,,,,,,,,,
graham_name_unbrella,Umbrella Shield?,,,,,,,,,,,,
graham_desc_unbrella,A reliable upward? shield that protects you from bullets,,,,,,,,,,,,
graham_name_teleport,Warp Teleport Bolt,,,,,,,,,,,,
graham_desc_teleport,"A magical bolt that jumps you a short distance forward, though it may make the user queasy...",,,,,,,,,,,,
graham_name_grab_bag,Grab Bag,,,,,,,,,,,,
graham_desc_grab_bag,Adds a small amount of many damage types to a projectile,,,,,,,,,,,,
graham_name_snub,Snub,,,,,,,,,,,,
graham_desc_snub,An eye for an eye,,,,,,,,,,,,
graham_name_mini_heatwave,Mini Heat Wave,,,,,,,,,,,,
graham_desc_mini_heatwave,Applies a lightweight version of Heat Wave to your wand,,,,,,,,,,,,
graham_name_mini_freezefield,Mini Freeze Field,,,,,,,,,,,,
graham_desc_mini_freezefield,Applies a lightweight version of Freeze Field to your wand,,,,,,,,,,,,
graham_name_mini_dissolvepowders,Mini Dissolve Powders,,,,,,,,,,,,
graham_desc_mini_dissolvepowders,Applies a lightweight version of Dissolve Powders to your wand,,,,,,,,,,,,
graham_name_mini_attractgold,Mini Attract Gold,,,,,,,,,,,,
graham_desc_mini_attractgold,Applies a lightweight version of Attract Gold to your wand,,,,,,,,,,,,
graham_name_mini_electricity,Mini Electricity,,,,,,,,,,,,
graham_desc_mini_electricity,Applies a lightweight version of Electricity to your wand,,,,,,,,,,,,
graham_name_mini_noknockback,Mini No More Knockback,,,,,,,,,,,,
graham_desc_mini_noknockback,Applies a lightweight version of No More Knockback to your wand,,,,,,,,,,,,
graham_name_mini_midasmeat,Mini Midas Meat,,,,,,,,,,,,
graham_desc_mini_midasmeat,Applies a lightweight version of Midas Meat to your wand,,,,,,,,,,,,
graham_name_toggler,Toggler,,,,,,,,,,,,
graham_desc_toggler,Switches any toggle Requirement spells between the red and blue state,,,,,,,,,,,,
graham_name_toggler2,Toggler,,,,,,,,,,,,
graham_desc_toggler2,Switches any toggle Requirement spells between the green and yellow state,,,,,,,,,,,,
graham_name_toggleroff,Toggle Disabler,,,,,,,,,,,,
graham_desc_toggleroff,Disables all toggle requirement spells until another toggler is cast,,,,,,,,,,,,
graham_name_toggle_blue,Requirement - Toggle (Blue),,,,,,,,,,,,
graham_desc_toggle_blue,Skips the next spell if the toggler's value is not set to blue,,,,,,,,,,,,
graham_name_toggle_red,Requirement - Toggle (Red),,,,,,,,,,,,
graham_desc_toggle_red,Skips the next spell if the toggler's value is not set to red,,,,,,,,,,,,
graham_name_toggle_green,Requirement - Toggle (Green),,,,,,,,,,,,
graham_desc_toggle_green,Skips the next spell if the toggler's value is not set to green,,,,,,,,,,,,
graham_name_toggle_yellow,Requirement - Toggle (Yellow),,,,,,,,,,,,
graham_desc_toggle_yellow,Skips the next spell if the toggler's value is not set to yellow,,,,,,,,,,,,
graham_name_bubbles,Class-D Bubbles,,,,,,,,,,,,
graham_desc_bubbles,An uncoordinated shot of elemental bubbles,,,,,,,,,,,,
graham_name_ominousorbit,Ominous Orbit,,,,,,,,,,,,
graham_desc_ominousorbit,Makes four Ominous Orbs rotate around a projectile,,,,,,,,,,,,
graham_name_vein,Vein,,,,,,,,,,,,
graham_desc_vein,Your wand constantly emits a stream of blood,,,,,,,,,,,,
graham_name_curse_shot,Curse Bolt,,,,,,,,,,,,
graham_desc_curse_shot,A strange bolt that dislikes walls and purity,,,,,,,,,,,,
graham_name_gold_ball,Gold Ball,,,,,,,,,,,,
graham_desc_gold_ball,A dense ball made of pure gold,,,,,,,,,,,,
graham_name_breadcrumb,Summon Breadcrumb,,,,,,,,,,,,
graham_desc_breadcrumb,Creates a harmless orb that boosts you after a short time,,,,,,,,,,,,
graham_name_quiver,Quiver,,,,,,,,,,,
graham_desc_quiver,A prickly chunk of arrows,,,,,,,,,,,
graham_name_connectiontrail,Connection Trail,,,,,,,,,,,
graham_desc_connectiontrail,A damaging beam will stretch between you and a projectile,,,,,,,,,,,
graham_name_blacklight_arrow,Blacklight arrow,,,,,,,,,,,
graham_desc_blacklight_arrow,An ethereal magical arrow that stings,,,,,,,,,,,
graham_name_blacklight_arrow_trigger,Blacklight arrow with trigger,,,,,,,,,,,
graham_desc_blacklight_arrow_trigger,An ethereal magical arrow that casts another spell upon enemy collision,,,,,,,,,,,
graham_name_blacklight_arrow_timer,Blacklight arrow with timer,,,,,,,,,,,
graham_desc_blacklight_arrow_timer,An ethereal magical arrow that casts another spell after a timer runs out,,,,,,,,,,,
graham_name_stasis,Stasis shot,,,,,,,,,,,
graham_desc_stasis,"A projectile has no initial velocity, and is not affected by gravity",,,,,,,,,,,
graham_name_rainbow,Disorienting Orb,,,,,,,,,,,
graham_desc_rainbow,A colorful bouncing orb filled with a mysterious fluid,,,,,,,,,,,
graham_name_redhands,Red Hands,,,,,,,,,,,
graham_desc_redhands,A burst of projectiles that silence,,,,,,,,,,,
graham_name_handportal,Reaching Void,,,,,,,,,,,
graham_desc_handportal,A one-way portal from a sinister place,,,,,,,,,,,
graham_name_guardianshot,Guardian Angel,,,,,,,,,,,
graham_desc_guardianshot,Applies an aura to an enemy that drains its health to protect nearby creatures,,,,,,,,,,,
graham_name_glowdart,Glow Dart,,,,,,,,,,,
graham_desc_glowdart,"A shimmering, weightless, and bouncy projectile",,,,,,,,,,,
graham_name_infernalglare,Infernal Glare,,,,,,,,,,,
graham_desc_infernalglare,A painful blood-boiling spray,,,,,,,,,,,
graham_name_barrel,Barrel Launcher,,,,,,,,,,,
graham_desc_barrel,Toss a volatile explosive barrel at your enemies!,,,,,,,,,,,
graham_name_sacrifice,Blood Carving,,,,,,,,,,,
graham_desc_sacrifice,Generate an elemental stone in exchange for 20% of your max HP (must have 200 or more),,,,,,,,,,,
graham_name_powder_evaporation,Powder Evaporation,,,,,,,,,,,
graham_desc_powder_evaporation,Any powders in a projectile's range will evaporate into an ominous poison gas,,,,,,,,,,,
graham_name_holyshot,Divine Bullet,,,,,,,,,,,
graham_desc_holyshot,"A holy bullet that applies a weakness to hit entities. Careful, it may backfire!",,,,,,,,,,,
WANDS,,,,,,,,,,,,
graham_wand_glue,"Glue Stick",,,,,,,,,,,,
graham_wand_coffee,"Coffee Machine",,,,,,,,,,,,
graham_wand_worm,"Mini Mato",,,,,,,,,,,,
graham_wand_rot,"Wand of the Undead",,,,,,,,,,,,
graham_wand_heart,"Candy Heart",,,,,,,,,,,,
graham_wand_experimental,"Experimental Wand",,,,,,,,,,,,
BOOKS,,,,,,,,,,,,
graham_unlockbook_name,"Book of the Lost Arts",,,,,,,,,,,,
graham_unlockbook_desc,"The preservation of technology is an important art, that relatively few seem to practice.\nWe mortals are fallible things, and memories go forgotten over time more often than not.\nTherefore, I shall do my part in the preservation of technology old and new. But where to begin...?\nAh. Our Gods, and their gifts to us... some have been lost over time. Why or how or when, it is all unknown.\nPerhaps these gifts, and their associated magicks, can be rediscovered somehow.\nTributes to the gods, in the form of feats to accomplish... Yes, I am certain this will work.\nDear reader, stay with me a moment longer. These gifts may be unearthed yet.\n- Robin, the scholar",,,,,,,,,,,,
graham_cookbook_name,"Ancient Alchemy",,,,,,,,,,,,
graham_cookbook_desc,"All scholars have work that they abandon.\nMany materials are merely lost to time due to lack of interest.\nThat strange orange liquid, intoxicating to the touch... Where did it come from?\nMade from pain and confusion and toxic waste, it seems to be full of potential.\nIt can convert diamond to gold, or snow to that which is pure.\nIt seems even whiskey and vomit have a purpose with this remarkable liquid.\nEven the Gods' Brickwork and our Guns' bullets are overtaken by such a material.\nBut as with all things which seem to have potential...\nFire consumes it all the same.\nI suppose all of us have our weaknesses.\n- Robin, the scholar",,,,,,,,,,,,
graham_polybook_name,"Invasive Chemicals",,,,,,,,,,,,
graham_polybook_desc,"Certain magical liquids can take over one's body and make them do horrible things they otherwise would not.\nMany have been killed by those they trust due to Berserkium's malicious magic.\nWorm blood is often ingested intentionally to help with the sight of its bearer.\nCombined with sand, one can make a delightful delicacy.\nBerserkium can also be combined with corpses to make a beverage straight from Hell itself.\nAnd, of course, fungus can cause strange effects, especially when combined with polymorphine...\n- Robin, the scholar",,,,,,,,,,,,
graham_reforgebook_name,"Book of the Found Arts",,,,,,,,,,,,
graham_reforgebook_desc,"I've found it! The Gods have answered my prayers, and they've told me what I must do...\nHowever, I lack the power to do so myself, and their hints are undecipherable to me. Ahem...\n'Find yourself immune to the wizards that render their foes helpless.'\n'Accept 3 Gifts from the Gods that provide no permanent benefit.'\n'Live on the bleeding edge of death, and defeat foes while doing so.'\n'Venture into the most ominous cave in this Land, and seek True Knowledge within.'\n'Find and use one of the lost Experimental Wands.'\nAnd, finally... 'Travel to the center of the lost cube of Water.'\nI couldn't know what these hints mean. But, perhaps...\nSomeone far in the future will discover my notes, and unlock this potential themselves.\n- Robin, the scholar",,,,,,,,,,,,
graham_lonelybook_name,"Insatiability",,,,,,,,,,,,
graham_lonelybook_desc,"And, lo! The spell is cast, history prewritten rewritten. \nThese damned spiders with the thousands of teeth...  their hunger insatiable, unless...?\nI pacified them for my own survival, using a spell taught to me long ago.\nHowever, such a force cannot be created or destroyed... only moved, redeveloped.\nI have sealed their willpower in this very book. Such a power could be devastating or divine.\nI leave that fate up to the Gods, or to you, curious reader...?\nPerhaps the Gods would enjoy this tribute of willpower as a gift...?\n- Robin, the scholar",,,,,,,,,,,,
graham_chestbook_name,"Novelty",,,,,,,,,,,,
graham_chestbook_desc,"I had been storing items in my treasure chest... Gold, potions, food...\nI turned away, and heard a nasty chomp noise from behind me...\nI swear I saw... teeth. And, when I opened the chest again... all the food was gone.\nIs there something living in my storage? Or is it the chest itself...?\n- Robin, the scholar",,,,,,,,,,,,
graham_cozybook_name,"Comfort",,,,,,,,,,,,
graham_cozybook_desc,"Oh, what a cozy little place! This liquid feels cool to the touch, but pleasantly so, almost like mint.\nI had a small taste... It's good. Very good.\nI'm half-tempted to settle down here... but, no. My exploration must continue.\nI'll bottle some of this liquid for later, and leave the rest for someone else.\n...Will anyone else be alive to find it?\n- Robin, the scholar",,,,,,,,,,,,
graham_timebook_name,"Entropy",,,,,,,,,,,,
graham_timebook_desc,"I'm running out of time. The Gods do not listen to my prayers anymore. Why is this?\nI ask them for more... more knowledge, more health, more time.\nMy body creaks and aches... I am growing too old to bear.\nI don't understand. Have they given up on me?\nPerhaps I have become too greedy. I am only human.\nI will repent for you, my Gods...\nI just need more time.\n- Robin, the scholar",,,,,,,,,,,,
graham_anvilbook_name,"Varieties",,,,,,,,,,,,
graham_anvilbook_desc,"The small moon\nThe malevolent eye\nThe versatile, pulsing elemental stone\nThe Anvil calls to all of them.",,,,,,,,,,,,
MISC,,,,,,,,,,,,
animal_mini_mimic,Pikkumatkija,,,,,,,,,,,,
animal_bloody_mimic,Verinenmatkija,,,,,,,,,,,,
graham_lucky,Lucky!,,,,,,,,,,,,
graham_immunityaura_change,Your mind churns!,,,,,,,,,,,,
graham_immunityaura_red,You feel stronger against fire...,,,,,,,,,,,,
graham_immunityaura_orange,You feel stronger against explosions...,,,,,,,,,,,,
graham_immunityaura_yellow,You feel stronger against electricity...,,,,,,,,,,,,
graham_immunityaura_green,You feel stronger against toxicity...,,,,,,,,,,,,
graham_immunityaura_cyan,You feel stronger against being frozen...,,,,,,,,,,,,
graham_immunityaura_blue,You feel stronger against suffocation...,,,,,,,,,,,,
graham_immunityaura_purple,You feel stronger against melee...,,,,,,,,,,,,
graham_immunityaura_none1,"Your headache fades, but...",,,,,,,,,,,,
graham_immunityaura_none2,Nothing has changed. You feel as if the magic has faded.,,,,,,,,,,,,
graham_item_fireplace,Campfire,,,,,,,,,,,,
graham_materialist,Your mana charge speed has been passively increased!,,,,,,,,,,,,
graham_perk_unlock,*--You've unlocked a new perk!--*,,,,,,,,,,,,
graham_perk_unlock_sheep,The blasphemous art of polymorph calls to you...,,,,,,,,,,,,
graham_perk_unlock_hunger,You have endeared yourself to the Hunger as its host...,,,,,,,,,,,,
graham_perk_unlock_robot,You suddenly realize new uses for your possessions...,,,,,,,,,,,,
graham_perk_unlock_lucky,You feel tempted to rely on luck just a bit more...,,,,,,,,,,,,
graham_perk_unlock_tech,Malicious technology feels more natural in your hands...,,,,,,,,,,,,
graham_perk_unlock_immunity,You feel more ready to adapt to your surroundings...,,,,,,,,,,,,
graham_perk_unlock_blood,You feel your greed overtake you for a moment...,,,,,,,,,,,,
graham_hungered,Your curiosity is rewarded...!?,,,,,,,,,,,,
graham_hungered2,The Hunger feigns a smile. It seems happy that you've summoned it again.,,,,,,,,,,,,
graham_hungered3,Your body bursts!,,,,,,,,,,,,
graham_hungered4,"You've submitted this world to the Hunger, and leave it to move onto the next...",,,,,,,,,,,,
graham_bloodied_01,Your blood runs hot...!,,,,,,,,,,,,
graham_bloodied_02,Your blood runs cold...!,,,,,,,,,,,,
graham_bloodied_03,Your heart beats faster...!,,,,,,,,,,,,
graham_bloodied_04,You're seeing things more clearly...!,,,,,,,,,,,,
graham_bloodied_05,Your ears ring...!,,,,,,,,,,,,
graham_bloodied_06,Your body stings...!,,,,,,,,,,,,
graham_bloodied_07,The gods favor your bloodlust...!,,,,,,,,,,,,
graham_bloodied_08,This carnage feels satisfying...!,,,,,,,,,,,,
graham_bloodied_09,Your blood feels enriched...!,,,,,,,,,,,,
graham_bloodied_desc,Your sacrifice has been accepted.,,,,,,,,,,,,
graham_log_guard_1,"You are invincible briefly!",,,,,,,,,,,,
graham_log_guard_2,"You are invincible briefly!",,,,,,,,,,,,
graham_log_guard_3,"You are invincible briefly!",,,,,,,,,,,,
graham_log_guard_4,"You are invincible briefly!",,,,,,,,,,,,
graham_log_guard_5,"You are invincible briefly!",,,,,,,,,,,,
graham_log_guard_6,"You are invincible briefly!",,,,,,,,,,,,
graham_log_guard_7,"You are invincible briefly!",,,,,,,,,,,,
graham_log_guard_8,"You are invincible briefly!",,,,,,,,,,,,
graham_log_guard_9,"You are invincible briefly!",,,,,,,,,,,,
